"Transaction Hash","Blockno","UnixTimestamp","DateTime (UTC)","From","To","Token_ID","Value","Method"
"0x6a1ed44c996f58a2a7671f4cd5acecce9c6821c812805fbe709de84c766b854d","22218061","1744041467","2025-04-07 15:57:47","0x0000000000000000000000000000000000000000","0x28b79b91fd214f3b81f6e1597f60cfe814fde65f","1","10", "Mint"
"0x779f2290c88a21383119ef57a389a4a28d05461a5a0c018731c286be05ae672a","22218093","1744041851","2025-04-07 16:04:11","0x0000000000000000000000000000000000000000","0x5b4814656fedbfdb3f627ec5d1ea2b323ed49ce4","1","0", "Mint"
"0xc00dc8fe1b51ad8d780f0a4b287db71af940e5c3c347ddbe4b2f6a5c4f341493","22218140","1744042415","2025-04-07 16:13:35","0x0000000000000000000000000000000000000000","0xa8cbef479bcfef087759d0ec6acbb2cbe87f5ad2","1","1", "Mint"
"0x23d12d64ae6ccda341d01a5ace7b51d33c8b7c51b1dadf17095f7fb514117cc7","22218300","1744044335","2025-04-07 16:45:35","0x0000000000000000000000000000000000000000","0xc8cde7eb1a9ee36f8f760dd308ca94f6c6fb88ab","1","3", "Mint"
"0xce4db9d48260df0d8c8839dfa4778ddcffdce2f798042bd9971fbce8e2f62a05","22218403","1744045571","2025-04-07 17:06:11","0x0000000000000000000000000000000000000000","0xb3ed4d6c759a48f00392ac1c4da329951490b00c","1","4", "Mint"
"0x13467082cd8cd68084566cbae841239bb9fb7255800ba6808b29790f952e77cc","22218423","1744045811","2025-04-07 17:10:11","0x0000000000000000000000000000000000000000","0x0bf75e88e44be06bde1290c76ab48d1a40ff4a1c","1","7", "Mint"
"0xb8506ec9e1d07197bc0ab0cde1d763d69d374add2479cb6aac39dadc4fdc7f85","22218431","1744045907","2025-04-07 17:11:47","0x0000000000000000000000000000000000000000","0x3e3072ba17d18eb9e0e51a5ea23043286e00aa1d","1","3", "Mint"
"0x3144d26d3a8efeee75b16dd7538abd501e9bf59e0735b3c2cfb445b61c3fce42","22218439","1744046003","2025-04-07 17:13:23","0x3e3072ba17d18eb9e0e51a5ea23043286e00aa1d","0xa515245993da7b35da85f843bb92e37e9d4c7516","1","1", "Safe Transfer From"
"0x02f79e6033429d137e64c80b1d990830d30c118caa4cb0ebe36a7056d8e6aece","22218448","1744046111","2025-04-07 17:15:11","0x0000000000000000000000000000000000000000","0x585a6b5e1fa425eaed742adb23607c6b8342949f","1","1", "Mint"
"0xba9518763bdf29683ac0f5f88cb335db7d973b3c8c22b8958e97c592409f21e4","22218535","1744047155","2025-04-07 17:32:35","0x0000000000000000000000000000000000000000","0x694d17362e810fd1f65e6b7e225d1af7e4c72c58","1","1", "Mint"
"0xaada93b388e2f9858c7d0b1c6915b5b6c616ed97796137e20590c210b078f774","22218546","1744047287","2025-04-07 17:34:47","0x0000000000000000000000000000000000000000","0x11b4961ea4a60f548ecf694e7e35ee7e9309f0f5","1","4", "Mint"
"0xe525e69ec9ce283ce96dec2ae2b3a6d971774795fd16a1d84de5fede0fce576d","22218564","1744047503","2025-04-07 17:38:23","0x0000000000000000000000000000000000000000","0x06972a0d60a66ee15faa598080dc98a4dc9f589a","1","1", "Mint"
"0x2744a1995dfcd06e6af62927ce9cd294369b9ac7ec4531505660f4bcc866906d","22218591","1744047827","2025-04-07 17:43:47","0x0000000000000000000000000000000000000000","0x153214fca16c8cf75a46e01094394a3ecbff70ab","1","1", "Mint"
"0x8dee6d5fbf7d8b19646cdfb3473cbc1bce6a793d47d9e7bfab45e6f7d01f32c1","22218607","1744048019","2025-04-07 17:46:59","0x0000000000000000000000000000000000000000","0x9247002590ae41a38dc5a745f701c9c2a31b112e","1","3", "Mint"
"0xa8a1ba9a50b849bbe2ff6edc631f905bcaeaf098e4e3a288ad4a20e9cd7b6710","22218633","1744048331","2025-04-07 17:52:11","0x0000000000000000000000000000000000000000","0xaf12a9af19331fa9b89915537ce9d41bce5e4c5d","1","2", "Mint"
"0x72fd1a4895ad3ea94749e3d1dcc69c433315a0eafbf727f4e214347bdd848e5d","22218831","1744050743","2025-04-07 18:32:23","0x0000000000000000000000000000000000000000","0xf797cd5439a48f5d453acb9f4e472246d0606199","1","8", "Mint"
"0xa5dc604e4bffca3928e4825aa39399968095df6f2561a13c7ac2ec69e0ef555d","22219026","1744053107","2025-04-07 19:11:47","0x0000000000000000000000000000000000000000","0xaa9bff236cf51518da774714d50ad07db5149479","1","7", "Mint"
"0x5bc9503281cb8c6307f5509e7f564c4ee2e3ba2eb10eae487aaf9860386942d0","22219032","1744053179","2025-04-07 19:12:59","0x0000000000000000000000000000000000000000","0xf797cd5439a48f5d453acb9f4e472246d0606199","1","6", "Mint"
"0x6067f2cc8102a0604bb7f04a863ee46b0602633b8331f2a27721749653c942e2","22219051","1744053407","2025-04-07 19:16:47","0x0000000000000000000000000000000000000000","0x6a2da6323409279ce2ee064a04344c41bb876ec9","1","2", "Mint"
"0x1fcb2ca41ec1dd4b68a95f0ff5abacf6c398e57e64846f78bb4b7e01afe727b5","22219118","1744054223","2025-04-07 19:30:23","0x0000000000000000000000000000000000000000","0x02b5f98a2cd98da04b77cf5a507021a9988b5eb3","1","1", "Mint"
"0xdc8e15fa8e411eb828d1fdfcd963191e01c08f0105ba7a46f8b852b4a9ff45a4","22219130","1744054367","2025-04-07 19:32:47","0x0000000000000000000000000000000000000000","0xb8005faf709460b8363b855e7f697aa11bbc939f","1","2", "Mint"
"0x8fe48fcf4b92cbf80b4bdbdb3aaadca43baca97c501abd71d7290479a010e540","22219143","1744054535","2025-04-07 19:35:35","0x0000000000000000000000000000000000000000","0x3becc01158aad310189d2debe4b7e79df24de880","1","2", "Mint"
"0xf8d7e948ec5bd6c490879c8a90720c1aaed4030dea103c854e8996ac8ac3c0ed","22219151","1744054631","2025-04-07 19:37:11","0x0000000000000000000000000000000000000000","0x8c16c47095a003b726ce8deffc39ee9cb1b9f124","1","2", "Mint"
"0x29798cae937028c2d2bf910f31395454747ea77873df54d280126856af5607fe","22219163","1744054775","2025-04-07 19:39:35","0x0000000000000000000000000000000000000000","0x05197c706a6836d207c27dc9dd3afc761bcf560c","1","1", "Mint"
"0xc8cf4051a52834997fac93af7aff26d48539cb2742ed714188667301addc8b1c","22219170","1744054859","2025-04-07 19:40:59","0x0000000000000000000000000000000000000000","0x0fe9a1212c376ef55de2b398743f441902dee2e9","1","1", "Mint"
"0x2ed88e6f356131d88da66e7a3fc068fd922e09a6b69c47576fb73b9353868139","22219172","1744054883","2025-04-07 19:41:23","0x0000000000000000000000000000000000000000","0xb99b8711ec0117fc816fd7ac1f9d29e061ec631b","1","5", "Mint"
"0xe8e5d8baf48d9c78f90ffc587ad4c3dfd6ee32d32ded9f4361b9a993095f767e","22219177","1744054943","2025-04-07 19:42:23","0x0000000000000000000000000000000000000000","0xc77e83b862a7c1527c23b04834f694d17fd0637c","1","3", "Mint"
"0xa24ee18a621bc9fd3e030dfd196690b9b0db41fe059a3285c3a34a6ae8f42647","22219221","1744055471","2025-04-07 19:51:11","0x0000000000000000000000000000000000000000","0x7cd29e0df7e442068e5751b638c9086fb62c50fa","1","2", "Mint"
"0x2fb3faf2b3440ff7ac1fb65554444537da2a06f96803223aff27a800cf6f3fcb","22219231","1744055591","2025-04-07 19:53:11","0x0000000000000000000000000000000000000000","0x2c5238f2f0626436a921853dc9ea77b175025ea1","1","1", "Mint"
"0x29d769ad85e9060cdc328f28e6c36ad0a3c3b7e0e63db00ba89b5edd35f1630e","22219245","1744055759","2025-04-07 19:55:59","0x0000000000000000000000000000000000000000","0x6b6ca461435ff2c9d21bcbee58e8b6061ae0f851","1","1", "Mint"
"0x97ba7c433c778a68079d32e833ed017c8e2d8c704dc3e9bd27d674a31f33c9b8","22219254","1744055867","2025-04-07 19:57:47","0x0000000000000000000000000000000000000000","0xe1f0da1b238db9cb3e51bca447f1210c7134277d","1","6", "Mint"
"0xcf6a5bb623f1f17daa22f5f40c3f527624c905add660f6dbbf975d67af968cc3","22219254","1744055867","2025-04-07 19:57:47","0x0000000000000000000000000000000000000000","0x8caa9c1cd96d3b833d64042a366acbbfc4b68be3","1","1", "Mint"
"0x25f91ab65dea99da827cb64fa48faed34ce2b251c4a60baca142d1edb1bc928c","22219263","1744055975","2025-04-07 19:59:35","0x0000000000000000000000000000000000000000","0x934f82c62bb8c204ceba72fb01d05db856fd0635","1","1", "Mint"
"0xe8c4711703b6661ac99e9807d4ddb0bf0dbe978dc9854b61336bf842b46a8103","22219270","1744056059","2025-04-07 20:00:59","0x0000000000000000000000000000000000000000","0xc2172a6315c1d7f6855768f843c420ebb36eda97","1","2", "Mint"
"0x97cad7abac561aebea7ec584382c910bdef720fd43e241751dc20730751b8eb3","22219291","1744056311","2025-04-07 20:05:11","0x0000000000000000000000000000000000000000","0xeae01572f090d6901fb3cec860aa661a3748b5d5","1","55", "Mint"
"0xd8bb9b14ea0d8fed9d6bed17a20dc45bc528ab91483667be1b91356983c9a185","22219344","1744056959","2025-04-07 20:15:59","0x0000000000000000000000000000000000000000","0x486cf96e23ef9a7c341deece9d7c3e4f70af7454","1","1", "Mint"
"0x752121e947d45603269bb31dd9e15df278adddc0fb16836c4a0f10559b88f19f","22219358","1744057127","2025-04-07 20:18:47","0x0000000000000000000000000000000000000000","0xc8460c65f8ecf0e590e0dfeb8ac5a4786370235b","1","1", "Mint"
"0xc3f8b90ba3f6bf0884243f2aa9347b6e8ab74a15f6abeecae3b48f886607f00d","22219364","1744057199","2025-04-07 20:19:59","0x0000000000000000000000000000000000000000","0x90f64e01ffae16490aefe03c8ed7dab6c66198c3","1","3", "Mint"
"0x6285e5482276827c95952d391df5d50fb08ba7f6c0b033337f33cb4bd1f6853a","22219397","1744057607","2025-04-07 20:26:47","0x0000000000000000000000000000000000000000","0xf5d4a3b9fb77d1d5600a10e0e1c4efd12f9be751","1","1", "Mint"
"0xe4dc186e180e07ecab5112b93e70b5dce048d7db09584110ad7950b68e62c475","22219405","1744057715","2025-04-07 20:28:35","0x0000000000000000000000000000000000000000","0x2c419c8b207b10b39673482d83caa3e11f3604c5","1","3", "Mint"
"0x4ea985f874c74669ba03ea7f11d04442b2007f8bdd58c55dcb66d294b3f15798","22219413","1744057811","2025-04-07 20:30:11","0x0000000000000000000000000000000000000000","0x482979f11f17c853f3a526a28d5d9381cd8aa635","1","2", "Mint"
"0x794c577fdee46de2e2a0a8cac86e9083f6a792407f99d6dd44cfb3edd80e5de3","22219432","1744058039","2025-04-07 20:33:59","0x0000000000000000000000000000000000000000","0x9011d6cf59395485e74d9589a2917845b6a90fb9","1","4", "Mint"
"0x976e3c187636a794e636530d1962d903e723755f84b5697384e80defaeefe57f","22219441","1744058147","2025-04-07 20:35:47","0x0000000000000000000000000000000000000000","0x95a97387fa53052c38d66759167d07cb3861a1ec","1","1", "Mint"
"0x43f71e550511d4529f6b0f7b9de16c46103f96be1bb3c2ccfb690da809b69ba8","22219448","1744058231","2025-04-07 20:37:11","0x0000000000000000000000000000000000000000","0x8da288c9fdaa754f2eeadf8145222bd1cc8782ff","1","8", "Mint"
"0xc345f62b5aa3ca74da7fa303b1e05a484090ac534310bc83f50e445de134f53d","22219450","1744058255","2025-04-07 20:37:35","0x0000000000000000000000000000000000000000","0x1fe2d540fd83bb622f068470fd20ebdf182742dd","1","1", "Mint"
"0xb68eceeede60c5c20b4919e7c6d3eac9a0207176a97fb303b3c3b12e8778bf6b","22219454","1744058303","2025-04-07 20:38:23","0x0000000000000000000000000000000000000000","0x1fe2d540fd83bb622f068470fd20ebdf182742dd","1","1", "Mint"
"0x84a9bd3d8f5fc71bb8071a7487dc700423158aac7419f70dafd8c8ecac1fa876","22219456","1744058327","2025-04-07 20:38:47","0x0000000000000000000000000000000000000000","0x1fe2d540fd83bb622f068470fd20ebdf182742dd","1","1", "Mint"
"0x923aefc9a45e327530d94fad346daf533684d1a17d5578bebd0d259167d27f02","22219462","1744058399","2025-04-07 20:39:59","0x0000000000000000000000000000000000000000","0x1fe2d540fd83bb622f068470fd20ebdf182742dd","1","1", "Mint"
"0x908017e867707cd7611b6b8d9cf6526a995dff56bc12877eb9d476e0b1e657e5","22219465","1744058435","2025-04-07 20:40:35","0x0000000000000000000000000000000000000000","0x1fe2d540fd83bb622f068470fd20ebdf182742dd","1","1", "Mint"
"0x55c8ac603576e5fdbe6569cf0c7823edabaaf2433a86e3c995f17366b11698fe","22219468","1744058471","2025-04-07 20:41:11","0x0000000000000000000000000000000000000000","0x1fe2d540fd83bb622f068470fd20ebdf182742dd","1","1", "Mint"
"0xe9cccd1d16abda24ed5faae3422f198afd9acb1971267c02bde2d69143a1aa4a","22219470","1744058495","2025-04-07 20:41:35","0x0000000000000000000000000000000000000000","0xa5b17ef8bfbb9a1e9c55a5c21c52f50a9d9fee6a","1","3", "Mint"
"0x9e47b202d37c23f5d1a2855e544a7b614119c31f63bfd2af6698ef5c1afd723f","22219472","1744058519","2025-04-07 20:41:59","0x0000000000000000000000000000000000000000","0x1fe2d540fd83bb622f068470fd20ebdf182742dd","1","1", "Mint"
"0xbcadd9f44f8714c84d02f5b2bd548e8108ef4c8d16983425c601dca6bc76ba87","22219478","1744058591","2025-04-07 20:43:11","0x0000000000000000000000000000000000000000","0x06972a0d60a66ee15faa598080dc98a4dc9f589a","1","1", "Mint"
"0xd450f0f4c233e74529c4e42a05c188ed50afa196ceb42734604b69d6ebc36d07","22219492","1744058759","2025-04-07 20:45:59","0x0000000000000000000000000000000000000000","0x7d0051dd1b619fb0ddf77d61bd7131c5be5cda08","1","4", "Mint"
"0x985b092ab20b67fb339fcc7d1736051de7210d9330c4b72704840dc5903fe198","22219498","1744058831","2025-04-07 20:47:11","0xa5b17ef8bfbb9a1e9c55a5c21c52f50a9d9fee6a","0x64ced50a327703b5ba13f781e23b254416b82473","1","3", "Safe Transfer From"
"0xdaa6b0faa13a6738b3dff42124d941e0118914d902f898e49ed5bd71a48ed81e","22219514","1744059023","2025-04-07 20:50:23","0x0000000000000000000000000000000000000000","0xdbc76fd5f8df857dd64b96d665b9b42009bcc5f7","1","7", "Mint"
"0x5b5da96f9977825d7ed5737328e3907ab9803d079ec9d25b483ae96c64c03a29","22219520","1744059095","2025-04-07 20:51:35","0x0000000000000000000000000000000000000000","0x3689c216f8f6ce7e2ce2a27c81a23096a787f532","1","5", "Mint"
"0x19dd8ae00284f8ca75e7ea6bbc1a91dd0f78109c73eb2ff697189c034015e3d8","22219521","1744059107","2025-04-07 20:51:47","0x0000000000000000000000000000000000000000","0x1fe2d540fd83bb622f068470fd20ebdf182742dd","1","1", "Mint"
"0xf726f761022a3b3b67414fd99bb7647cbd3b2e88230078a4e9519f0da71c456a","22219533","1744059251","2025-04-07 20:54:11","0x0000000000000000000000000000000000000000","0x1fe2d540fd83bb622f068470fd20ebdf182742dd","1","1", "Mint"
"0x5937a6a98c8a3b2d05a156521b465a0f44f0f52bb179f06014b4e6c0789e7ae2","22219543","1744059371","2025-04-07 20:56:11","0x0000000000000000000000000000000000000000","0x1fe2d540fd83bb622f068470fd20ebdf182742dd","1","1", "Mint"
"0x2730d81e2bdbf9f2398100d3f0b043fbbf00dbe53f3d0611bb0e040656b1a69d","22219545","1744059395","2025-04-07 20:56:35","0x0000000000000000000000000000000000000000","0xa5b17ef8bfbb9a1e9c55a5c21c52f50a9d9fee6a","1","3", "Mint"
"0x1e0ca8390a91a03de1e02da4bf3f347b76ad0a823d3fa12cde1c437c1f54b07e","22219553","1744059491","2025-04-07 20:58:11","0xa5b17ef8bfbb9a1e9c55a5c21c52f50a9d9fee6a","0x64ced50a327703b5ba13f781e23b254416b82473","1","3", "Safe Transfer From"
"0xc7af07bb6b1c0e7ef73b62e3ce66f2cbb69f1f27e49857faa21e7a21e563198f","22219556","1744059527","2025-04-07 20:58:47","0x0000000000000000000000000000000000000000","0xbce9a7d8be471c2e58538a200814f6089f935399","1","10", "Mint"
"0x4d9f7797a23fc6d0cfb6691438d0f778fd30b122d597e66dd600ea63692888d3","22219572","1744059719","2025-04-07 21:01:59","0x0000000000000000000000000000000000000000","0x0b57a971566ecfafc0dcd34b50641f6d18ecf80d","1","1", "Mint"
"0x7d878f600503447d4966af1ef0aa08d76510f11204a2eeb6d433c90412d8c353","22219621","1744060307","2025-04-07 21:11:47","0x0000000000000000000000000000000000000000","0x8a49240b6a8c8c0570e59a58482380eb323bc7bd","1","3", "Mint"
"0x80a6155630121330739c95ba0b1fe6cbfe4ff4e76298ec9725bac478e643a8e2","22219635","1744060475","2025-04-07 21:14:35","0x0000000000000000000000000000000000000000","0x153214fca16c8cf75a46e01094394a3ecbff70ab","1","10", "Mint"
"0x3c586d75826cd9608a2700c357edb2e514224bde9571e155ced04e0184e67e16","22219665","1744060835","2025-04-07 21:20:35","0x0000000000000000000000000000000000000000","0xff0e8c03cc1f8cc4c1228308b2427bb40227d547","1","1", "Mint"
"0x575be898272d2a55bc1c49cea2367e0876945cefd1388b06a074a62969e57ed9","22219713","1744061411","2025-04-07 21:30:11","0x0000000000000000000000000000000000000000","0x90f64e01ffae16490aefe03c8ed7dab6c66198c3","1","0", "Mint"
"0x21ee0fa9f0f07105e8a02e1f06bf7cd80f6580dfc8383722939f1208d4f8daf5","22219715","1744061435","2025-04-07 21:30:35","0x0000000000000000000000000000000000000000","0x0f94325dcc0e118fb3454bceff6bcd814ad2b58f","1","5", "Mint"
"0x4f6f0013727ffae3e437090fd5798f1433d625b0ba526419e14901aa13b8f26c","22219752","1744061879","2025-04-07 21:37:59","0x0000000000000000000000000000000000000000","0x57ca1267ce6b161116c5b0c2d57410180d28d46c","1","1", "Mint"
"0x7a9682180b68aacae933d34e6d2c253aaea4d88e0b7fa225c02a3e7284b543aa","22219769","1744062083","2025-04-07 21:41:23","0x0000000000000000000000000000000000000000","0xff0e8c03cc1f8cc4c1228308b2427bb40227d547","1","3", "Mint"
"0xd0db137e3258a8fbfcb670ce2d1d5498cf07b6a1e6683b6317b0c831c2de7a5b","22219771","1744062107","2025-04-07 21:41:47","0x0000000000000000000000000000000000000000","0xc77e83b862a7c1527c23b04834f694d17fd0637c","1","25", "Mint"
